Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_MAD,Current_Price_USD,Current_Price_MAD,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count,Product_Year,Price_Diff
2025-07-18,Flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.7,926.1,8612.73,15.7,Unknown,Low Stock,4.1,1507,1970-01-01 00:00:00.000002025,172.89999999999998
2025-05-30,Flipkart,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,3989.7,338.78,3150.65,21.0,Unknown,In Stock,4.0,765,1970-01-01 00:00:00.000002025,90.22000000000003
2023-12-23,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,3989.7,185.79,1727.85,56.7,Unknown,In Stock,4.5,1422,1970-01-01 00:00:00.000002023,243.21
2025-08-24,Flipkart,iPhone,iPhone 13 128GB,New,799,7430.7,490.44,4561.09,38.6,Unknown,Out of Stock,4.3,6892,1970-01-01 00:00:00.000002025,308.56
2025-08-06,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1120.97,10425.02,6.5,Unknown,In Stock,4.5,1918,1970-01-01 00:00:00.000002025,78.02999999999997
2023-12-16,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.7,199.25,1853.03,53.6,Unknown,Out of Stock,3.9,6151,1970-01-01 00:00:00.000002023,229.75
2025-10-07,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,728.86,6778.4,39.2,Big Billion Days,Out of Stock,4.4,2959,1970-01-01 00:00:00.000002025,470.14
2025-12-26,Flipkart,Watch,Apple Watch Series X (45mm),New,429,3989.7,327.44,3045.19,23.7,Unknown,In Stock,4.5,1760,1970-01-01 00:00:00.000002025,101.56
2026-03-19,Amazon,iPhone,iPhone 16 128GB,New,799,7430.7,710.38,6606.53,11.1,Unknown,In Stock,4.7,934,1970-01-01 00:00:00.000002026,88.62
2024-01-17,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1834.45,17060.39,8.200000000000001,Unknown,In Stock,4.5,1332,1970-01-01 00:00:00.000002024,164.54999999999995
2023-11-24,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,990.1,9207.93,17.4,Black Friday,In Stock,4.6,321,1970-01-01 00:00:00.000002023,208.89999999999998
2025-02-20,Flipkart,Mac,MacBook Air M3 256GB,New,1099,10220.7,1092.32,10158.58,0.6,Unknown,In Stock,4.5,1888,1970-01-01 00:00:00.000002025,6.680000000000064
2023-12-28,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,897.85,8350.01,10.1,Unknown,In Stock,4.4,1623,1970-01-01 00:00:00.000002023,101.14999999999998
2024-05-21,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,333.85,3104.81,22.2,Unknown,Out of Stock,4.7,1629,1970-01-01 00:00:00.000002024,95.14999999999998
2021-11-21,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,1014.77,9437.36,15.4,Black Friday,In Stock,4.5,234,1970-01-01 00:00:00.000002021,184.23000000000002
2023-06-13,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,427.21,3973.05,0.4,Unknown,In Stock,4.3,689,1970-01-01 00:00:00.000002023,1.7900000000000205
2023-10-24,Amazon,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,7430.7,653.76,6079.97,18.2,Unknown,In Stock,4.1,123,1970-01-01 00:00:00.000002023,145.24
2022-08-22,Amazon,iPad,iPad (9th Gen) 64GB,New,329,3059.7,335.57,3120.8,-2.0,Unknown,In Stock,4.5,1765,1970-01-01 00:00:00.000002022,-6.569999999999993
2023-11-07,Amazon,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,434.5,4040.85,-1.3,Unknown,Out of Stock,4.7,170,1970-01-01 00:00:00.000002023,-5.5
2020-12-19,Flipkart,iPhone,iPhone 12 64GB,New,799,7430.7,812.7,7558.11,-1.7000000000000002,Unknown,In Stock,4.7,277,1970-01-01 00:00:00.000002020,-13.700000000000045
2024-10-22,Flipkart,Mac,MacBook Air M2 256GB,New,1199,11150.7,1006.88,9363.98,16.0,Unknown,Low Stock,4.6,2400,1970-01-01 00:00:00.000002024,192.12
2022-11-01,Amazon,iPad,iPad (9th Gen) 64GB,New,329,3059.7,228.6,2125.98,30.5,Unknown,In Stock,4.8,1481,1970-01-01 00:00:00.000002022,100.4
2025-05-26,Amazon,Mac,MacBook Air M2 256GB,New,1199,11150.7,998.94,9290.14,16.7,Unknown,In Stock,4.4,5780,1970-01-01 00:00:00.000002025,200.05999999999995
2023-01-03,Amazon,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,9290.7,580.2,5395.86,41.9,Unknown,In Stock,4.4,1622,1970-01-01 00:00:00.000002023,418.79999999999995
2025-11-24,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,1696.94,15781.54,15.1,Black Friday,In Stock,4.5,1234,1970-01-01 00:00:00.000002025,302.05999999999995
2024-10-15,Flipkart,iPhone,iPhone 16 128GB,New,799,7430.7,589.94,5486.44,26.200000000000003,Big Billion Days,In Stock,4.7,193,1970-01-01 00:00:00.000002024,209.05999999999995
2025-05-27,Flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,11150.7,788.87,7336.49,34.2,Unknown,Out of Stock,4.5,1782,1970-01-01 00:00:00.000002025,410.13
2025-09-10,Amazon,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.7,1906.47,17730.17,4.6,Unknown,In Stock,4.3,1917,1970-01-01 00:00:00.000002025,92.52999999999997
2025-09-28,Amazon,iPhone,iPhone 16 128GB,New,799,7430.7,700.6,6515.58,12.3,Unknown,In Stock,4.7,761,1970-01-01 00:00:00.000002025,98.39999999999998
2026-05-16,Flipkart,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.7,766.27,7126.31,30.3,Unknown,In Stock,4.2,926,1970-01-01 00:00:00.000002026,332.73
2025-03-19,Flipkart,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,7430.7,518.18,4819.07,35.099999999999994,Unknown,In Stock,3.9,1836,1970-01-01 00:00:00.000002025,280.82000000000005
2021-10-11,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,2005.43,18650.5,-0.3,Unknown,In Stock,4.3,72,1970-01-01 00:00:00.000002021,-6.430000000000064
2024-01-17,Flipkart,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,11150.7,744.26,6921.62,37.9,Unknown,Out of Stock,4.0,2983,1970-01-01 00:00:00.000002024,454.74
2023-08-29,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,5570.7,398.9,3709.77,33.4,Unknown,In Stock,4.6,3498,1970-01-01 00:00:00.000002023,200.10000000000002
2020-09-29,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.7,312.11,2902.62,27.200000000000003,Unknown,In Stock,4.4,146,1970-01-01 00:00:00.000002020,116.88999999999999
2024-05-17,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.7,1935.51,18000.24,3.2,Unknown,In Stock,4.7,1846,1970-01-01 00:00:00.000002024,63.49000000000001
2024-01-01,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,332.86,3095.6,22.4,Unknown,In Stock,4.3,1388,1970-01-01 00:00:00.000002024,96.13999999999999
2025-09-08,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,607.29,5647.8,39.2,Unknown,In Stock,4.6,3131,1970-01-01 00:00:00.000002025,391.71000000000004
2024-02-13,Amazon,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,3989.7,328.64,3056.35,23.4,Unknown,In Stock,4.4,684,1970-01-01 00:00:00.000002024,100.36000000000001
2025-03-15,Amazon,Watch,Apple Watch Series X (45mm),New,429,3989.7,428.12,3981.52,0.2,Unknown,Low Stock,4.9,559,1970-01-01 00:00:00.000002025,0.8799999999999955
2024-11-19,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,1982.03,18432.88,0.8,Unknown,In Stock,4.8,128,1970-01-01 00:00:00.000002024,16.970000000000027
2023-04-07,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,492.54,4580.62,17.8,Unknown,In Stock,4.4,2228,1970-01-01 00:00:00.000002023,106.45999999999998
2025-03-14,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,3059.7,193.71,1801.5,41.1,Unknown,Out of Stock,4.9,3386,1970-01-01 00:00:00.000002025,135.29
2026-05-05,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,1904.78,17714.45,4.7,Unknown,In Stock,4.7,1314,1970-01-01 00:00:00.000002026,94.22000000000003
2025-03-31,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.7,182.89,1700.88,57.4,Unknown,In Stock,4.4,8892,1970-01-01 00:00:00.000002025,246.11
2026-05-19,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,255.97,2380.52,40.3,Unknown,Low Stock,4.3,6937,1970-01-01 00:00:00.000002026,173.03
2025-04-17,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,7430.7,376.63,3502.66,52.900000000000006,Unknown,In Stock,4.1,5511,1970-01-01 00:00:00.000002025,422.37
2023-11-16,Flipkart,Watch,Apple Watch Ultra,New,799,7430.7,705.34,6559.66,11.7,Unknown,In Stock,4.6,1114,1970-01-01 00:00:00.000002023,93.65999999999997
2024-09-10,Amazon,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.7,698.67,6497.63,36.4,Great Indian Festival,In Stock,4.2,89,1970-01-01 00:00:00.000002024,400.33000000000004
2026-02-03,Flipkart,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,1929.94,17948.44,3.5000000000000004,Unknown,In Stock,4.6,1145,1970-01-01 00:00:00.000002026,69.05999999999995
2022-01-03,Amazon,Mac,MacBook Air M1 256GB,New,999,9290.7,899.2,8362.56,10.0,Unknown,Out of Stock,4.6,770,1970-01-01 00:00:00.000002022,99.79999999999995
2024-04-11,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1829.75,17016.68,8.5,Unknown,In Stock,4.3,3222,1970-01-01 00:00:00.000002024,169.25
2026-01-07,Flipkart,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,991.3,9219.09,17.299999999999997,Unknown,In Stock,4.6,3802,1970-01-01 00:00:00.000002026,207.70000000000005
2025-03-20,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.7,553.81,5150.43,30.7,Unknown,In Stock,4.3,2685,1970-01-01 00:00:00.000002025,245.19000000000005
2025-10-30,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,993.96,9243.83,17.1,Unknown,In Stock,4.5,3229,1970-01-01 00:00:00.000002025,205.03999999999996
2025-12-27,Flipkart,iPhone,iPhone 16 128GB,New,799,7430.7,696.08,6473.54,12.9,Unknown,In Stock,4.5,1887,1970-01-01 00:00:00.000002025,102.91999999999996
2025-02-23,Flipkart,iPhone,iPhone 16 128GB,New,799,7430.7,804.56,7482.41,-0.7000000000000001,Unknown,In Stock,4.3,844,1970-01-01 00:00:00.000002025,-5.559999999999945
2025-10-27,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.7,471.79,4387.65,41.0,Unknown,Low Stock,4.6,8579,1970-01-01 00:00:00.000002025,327.21
2023-07-10,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1019.49,9481.26,15.0,Great Indian Festival,In Stock,4.7,93,1970-01-01 00:00:00.000002023,179.51
2025-11-07,Flipkart,Mac,MacBook Air M1 256GB,New,999,9290.7,593.3,5517.69,40.6,Unknown,Out of Stock,4.9,9767,1970-01-01 00:00:00.000002025,405.70000000000005
2024-11-23,Amazon,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.7,455.46,4235.78,43.0,Black Friday,In Stock,3.9,2328,1970-01-01 00:00:00.000002024,343.54
2025-03-29,Flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,5570.7,263.51,2450.64,56.00000000000001,Unknown,Low Stock,4.1,5543,1970-01-01 00:00:00.000002025,335.49
2024-12-04,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.7,590.59,5492.49,26.1,Unknown,Low Stock,4.6,2489,1970-01-01 00:00:00.000002024,208.40999999999997
2026-03-06,Flipkart,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,7895.7,695.56,6468.71,18.1,Unknown,In Stock,4.0,1145,1970-01-01 00:00:00.000002026,153.44000000000005
2024-01-07,Flipkart,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,10220.7,866.4,8057.52,21.2,Unknown,Low Stock,4.4,513,1970-01-01 00:00:00.000002024,232.60000000000002
2021-03-08,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.7,356.89,3319.08,16.8,Unknown,In Stock,4.2,486,1970-01-01 00:00:00.000002021,72.11000000000001
2023-03-23,Amazon,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,7430.7,581.11,5404.32,27.3,Unknown,In Stock,4.3,1884,1970-01-01 00:00:00.000002023,217.89
2023-07-24,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,3059.7,231.36,2151.65,29.7,Unknown,In Stock,4.8,3075,1970-01-01 00:00:00.000002023,97.63999999999999
2026-01-05,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,362.16,3368.09,39.5,Unknown,Low Stock,4.6,3572,1970-01-01 00:00:00.000002026,236.83999999999997
2023-10-19,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,7430.7,422.39,3928.23,47.1,Unknown,In Stock,4.4,2321,1970-01-01 00:00:00.000002023,376.61
2023-10-17,Amazon,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,7430.7,456.68,4247.12,42.8,Unknown,Out of Stock,4.3,5653,1970-01-01 00:00:00.000002023,342.32
2026-06-21,Amazon,Watch,Apple Watch Series X (45mm),New,429,3989.7,333.7,3103.41,22.2,Unknown,In Stock,4.5,1957,1970-01-01 00:00:00.000002026,95.30000000000001
2024-08-25,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,420.58,3911.39,2.0,Unknown,Out of Stock,4.7,1748,1970-01-01 00:00:00.000002024,8.420000000000016
2025-02-25,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,9290.7,712.82,6629.23,28.6,Unknown,In Stock,4.1,1387,1970-01-01 00:00:00.000002025,286.17999999999995
2023-04-19,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,1079.09,10035.54,10.0,Unknown,In Stock,4.7,2910,1970-01-01 00:00:00.000002023,119.91000000000008
2025-03-26,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,11150.7,999.51,9295.44,16.6,Unknown,In Stock,4.3,3857,1970-01-01 00:00:00.000002025,199.49
2024-12-17,Amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,9290.7,477.0,4436.1,52.3,Unknown,Out of Stock,4.2,4480,1970-01-01 00:00:00.000002024,522.0
2026-05-13,Amazon,Mac,MacBook Pro 14-inch M4 Pro 512GB,New,1999,18590.7,1902.98,17697.71,4.8,Unknown,Out of Stock,4.8,2320,1970-01-01 00:00:00.000002026,96.01999999999998
2024-01-02,Flipkart,iPhone,iPhone 15 128GB,New,799,7430.7,814.96,7579.13,-2.0,Unknown,In Stock,4.3,606,1970-01-01 00:00:00.000002024,-15.960000000000036
2024-01-21,Amazon,iPhone,iPhone 15 Pro Max 256GB,New,1199,11150.7,1202.85,11186.5,-0.3,Unknown,In Stock,4.6,623,1970-01-01 00:00:00.000002024,-3.849999999999909
2026-03-18,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.7,1686.5,15684.45,15.6,Unknown,Out of Stock,4.4,2225,1970-01-01 00:00:00.000002026,312.5
2025-10-19,Flipkart,Watch,Apple Watch Series 9 (45mm),New,429,3989.7,258.69,2405.82,39.7,Unknown,In Stock,4.2,1798,1970-01-01 00:00:00.000002025,170.31
2023-09-04,Amazon,iPhone,iPhone 14 128GB,New,799,7430.7,786.36,7313.15,1.6,Unknown,In Stock,4.2,585,1970-01-01 00:00:00.000002023,12.639999999999986
2025-08-26,Amazon,iPhone,iPhone 14 128GB,New,799,7430.7,595.47,5537.87,25.5,Unknown,In Stock,4.7,4113,1970-01-01 00:00:00.000002025,203.52999999999997
2023-12-16,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,11150.7,1107.05,10295.57,7.7,Unknown,In Stock,4.6,603,1970-01-01 00:00:00.000002023,91.95000000000005
2025-10-11,Amazon,Watch,Apple Watch Ultra 2,New,799,7430.7,605.64,5632.45,24.2,Unknown,In Stock,4.6,3173,1970-01-01 00:00:00.000002025,193.36
2024-11-30,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,345.79,3215.85,42.3,Black Friday,In Stock,4.9,3749,1970-01-01 00:00:00.000002024,253.20999999999998
2025-04-22,Flipkart,Watch,Apple Watch Series X (45mm),New,429,3989.7,421.78,3922.55,1.7000000000000002,Unknown,In Stock,4.3,606,1970-01-01 00:00:00.000002025,7.220000000000027
2022-11-19,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,3989.7,436.33,4057.87,-1.7000000000000002,Unknown,Low Stock,4.7,136,1970-01-01 00:00:00.000002022,-7.329999999999984
2026-03-18,Amazon,iPhone,iPhone 15 128GB,New,799,7430.7,601.92,5597.86,24.7,Unknown,In Stock,4.6,3856,1970-01-01 00:00:00.000002026,197.08000000000004
2024-01-05,Amazon,Watch,Apple Watch Ultra,New,799,7430.7,699.99,6509.91,12.4,Unknown,In Stock,4.2,2960,1970-01-01 00:00:00.000002024,99.00999999999999
2021-06-18,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.7,791.84,7364.11,0.8999999999999999,Unknown,Low Stock,4.3,221,1970-01-01 00:00:00.000002021,7.159999999999968
2025-12-01,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1584.17,14732.78,20.8,Unknown,In Stock,4.9,2816,1970-01-01 00:00:00.000002025,414.8299999999999
2025-12-15,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,9290.7,712.88,6629.78,28.6,Unknown,In Stock,4.4,1560,1970-01-01 00:00:00.000002025,286.12
2026-04-27,Amazon,iPad,iPad (9th Gen) 64GB,New,329,3059.7,196.1,1823.73,40.400000000000006,Unknown,Out of Stock,4.3,5857,1970-01-01 00:00:00.000002026,132.9
2025-11-14,Flipkart,Watch,Apple Watch Ultra,New,799,7430.7,492.29,4578.3,38.4,Unknown,Out of Stock,4.2,4077,1970-01-01 00:00:00.000002025,306.71
2025-08-23,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.7,1897.99,17651.31,5.1,Unknown,In Stock,4.2,1529,1970-01-01 00:00:00.000002025,101.00999999999999
2023-01-14,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1889.79,17575.05,5.5,Unknown,In Stock,4.4,674,1970-01-01 00:00:00.000002023,109.21000000000004
2023-04-21,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,7430.7,583.31,5424.78,27.0,Unknown,Low Stock,4.4,668,1970-01-01 00:00:00.000002023,215.69000000000005
2024-07-02,Amazon,iPhone,iPhone 13 128GB,New,799,7430.7,590.0,5487.0,26.200000000000003,Unknown,In Stock,4.6,1836,1970-01-01 00:00:00.000002024,209.0
2022-01-06,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,1178.42,10959.31,1.7000000000000002,Unknown,In Stock,4.7,238,1970-01-01 00:00:00.000002022,20.579999999999927
2025-12-07,Flipkart,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,7895.7,707.46,6579.38,16.7,Unknown,In Stock,3.8,220,1970-01-01 00:00:00.000002025,141.53999999999996
2025-06-20,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,9290.7,795.22,7395.55,20.4,Unknown,Out of Stock,4.4,3925,1970-01-01 00:00:00.000002025,203.77999999999997
2026-07-23,Amazon,Mac,MacBook Air M2 256GB,New,1199,11150.7,812.0,7551.6,32.300000000000004,Unknown,Out of Stock,4.7,4214,1970-01-01 00:00:00.000002026,387.0
2026-03-02,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,789.84,7345.51,34.1,Unknown,Low Stock,4.3,4803,1970-01-01 00:00:00.000002026,409.15999999999997
2024-05-30,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1834.15,17057.6,8.200000000000001,Unknown,Out of Stock,4.5,1498,1970-01-01 00:00:00.000002024,164.8499999999999
2025-09-16,Amazon,Watch,Apple Watch Ultra 2,New,799,7430.7,706.42,6569.71,11.6,Unknown,In Stock,4.6,2982,1970-01-01 00:00:00.000002025,92.58000000000004
2023-01-04,Amazon,iPad,iPad (9th Gen) 64GB,New,329,3059.7,225.79,2099.85,31.4,Unknown,In Stock,4.7,2807,1970-01-01 00:00:00.000002023,103.21000000000001
2022-04-19,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,914.21,8502.15,8.5,Unknown,In Stock,4.8,2554,1970-01-01 00:00:00.000002022,84.78999999999996
2023-02-05,Amazon,iPhone,iPhone 13 128GB,New,799,7430.7,690.63,6422.86,13.6,Unknown,Low Stock,4.4,2307,1970-01-01 00:00:00.000002023,108.37
2024-04-18,Flipkart,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,10220.7,868.02,8072.59,21.0,Unknown,Out of Stock,4.0,190,1970-01-01 00:00:00.000002024,230.98000000000002
2026-05-17,Amazon,iPhone,iPhone 17 128GB,New,849,7895.7,847.08,7877.84,0.2,Unknown,In Stock,4.7,914,1970-01-01 00:00:00.000002026,1.919999999999959
2024-12-13,Flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,11150.7,807.56,7510.31,32.6,Unknown,In Stock,4.3,1073,1970-01-01 00:00:00.000002024,391.44000000000005
2025-06-07,Amazon,Watch,Apple Watch Ultra,New,799,7430.7,608.65,5660.45,23.8,Unknown,In Stock,4.2,2435,1970-01-01 00:00:00.000002025,190.35000000000002
2024-10-26,Amazon,Watch,Apple Watch Ultra,New,799,7430.7,605.63,5632.36,24.2,Unknown,In Stock,4.8,3357,1970-01-01 00:00:00.000002024,193.37
2021-06-27,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.7,788.54,7333.42,1.3,Unknown,In Stock,4.2,235,1970-01-01 00:00:00.000002021,10.460000000000036
2026-11-07,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,11150.7,546.54,5082.82,54.400000000000006,Prime Day,In Stock,4.3,4693,1970-01-01 00:00:00.000002026,652.46
2025-02-09,Amazon,Mac,MacBook Air M3 256GB,New,1099,10220.7,990.89,9215.28,9.8,Unknown,In Stock,4.5,2257,1970-01-01 00:00:00.000002025,108.11000000000001
2026-12-05,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.7,1697.37,15785.54,15.1,Unknown,Out of Stock,4.2,3489,1970-01-01 00:00:00.000002026,301.6300000000001
2024-04-23,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,9290.7,638.98,5942.51,36.0,Unknown,In Stock,4.4,2937,1970-01-01 00:00:00.000002024,360.02
2024-08-23,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,11150.7,994.03,9244.48,17.1,Unknown,In Stock,4.9,2063,1970-01-01 00:00:00.000002024,204.97000000000003
2026-04-15,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.7,1615.36,15022.85,19.2,Unknown,In Stock,4.3,4397,1970-01-01 00:00:00.000002026,383.6400000000001
2025-09-21,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,3989.7,261.08,2428.04,39.1,Unknown,Low Stock,4.7,7642,1970-01-01 00:00:00.000002025,167.92000000000002
2021-10-02,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,9290.7,992.22,9227.65,0.7000000000000001,Unknown,Low Stock,4.8,589,1970-01-01 00:00:00.000002021,6.779999999999973
2025-10-04,Amazon,Watch,Apple Watch Ultra,New,799,7430.7,423.99,3943.11,46.9,Great Indian Festival,Out of Stock,4.7,4849,1970-01-01 00:00:00.000002025,375.01
2023-04-18,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,5570.7,402.47,3742.97,32.800000000000004,Unknown,In Stock,4.5,1755,1970-01-01 00:00:00.000002023,196.52999999999997
2023-12-18,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,18590.7,1343.66,12496.04,32.800000000000004,Unknown,In Stock,4.1,1505,1970-01-01 00:00:00.000002023,655.3399999999999
2025-08-05,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,11150.7,1015.62,9445.27,15.3,Unknown,In Stock,4.9,3012,1970-01-01 00:00:00.000002025,183.38
2025-06-11,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,18590.7,1240.19,11533.77,38.0,Unknown,In Stock,4.4,2173,1970-01-01 00:00:00.000002025,758.81
2025-01-08,Flipkart,Mac,MacBook Air M3 256GB,New,1099,10220.7,1090.72,10143.7,0.8,Unknown,In Stock,4.8,1591,1970-01-01 00:00:00.000002025,8.279999999999973
2024-12-24,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.7,1916.67,17825.03,4.1000000000000005,Unknown,In Stock,4.8,2809,1970-01-01 00:00:00.000002024,82.32999999999993
2025-03-01,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.7,995.41,9257.31,0.4,Unknown,Out of Stock,4.7,615,1970-01-01 00:00:00.000002025,3.590000000000032
2024-07-08,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,5570.7,400.54,3725.02,33.1,Unknown,In Stock,4.8,1923,1970-01-01 00:00:00.000002024,198.45999999999998
2025-03-23,Amazon,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,7430.7,563.8,5243.34,29.4,Unknown,Low Stock,3.9,2776,1970-01-01 00:00:00.000002025,235.20000000000005
2023-04-26,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.7,1964.93,18273.85,1.7000000000000002,Unknown,In Stock,4.5,330,1970-01-01 00:00:00.000002023,34.069999999999936
2022-02-01,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.7,276.34,2569.96,35.6,Unknown,In Stock,3.9,2578,1970-01-01 00:00:00.000002022,152.66000000000003
2022-03-20,Amazon,Mac,MacBook Air M1 256GB,New,999,9290.7,907.82,8442.73,9.1,Unknown,In Stock,4.6,964,1970-01-01 00:00:00.000002022,91.17999999999995
2026-11-06,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.7,484.49,4505.76,39.4,Unknown,Out of Stock,4.3,2669,1970-01-01 00:00:00.000002026,314.51
2024-06-11,Flipkart,iPhone,iPhone 13 128GB,New,799,7430.7,503.39,4681.53,37.0,Unknown,Low Stock,4.2,5974,1970-01-01 00:00:00.000002024,295.61
