Date,Platform,Product_Category,Model_Name,Condition,Launch_Price_USD,Launch_Price_MAD,Current_Price_USD,Current_Price_MAD,Discount_Pct,Sale_Event,Stock_Status,Rating,Reviews_Count
2024-01-21,amazon ,iPhone,iPhone 15 Pro Max 256GB,NEW ,1199,11150.70,1202.85,11186.50,-0.3,,In Stock,4.6,623
2026-03-18,amazon ,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.70,1686.5,15684.45,15.6,,Out of Stock,4.4,2225
2025-10-19, Flipkart ,Watch,Apple Watch Series 9 (45mm), New,429,3989.70,258.69,2405.82,39.7,,In Stock,4.2,1798
04/09/2023,AMAZON ,iPhone,iPhone 14 128GB,New,799,7430.70,786.36,7313.15,1.6,,In Stock,4.2,585
2025-08-26,amazon,iPhone,iPhone 14 128GB, New,799,7430.70,595.47,5537.87,25.5,,In Stock,4.7,4113
2023-12-16, Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,NEW ,1199,11150.70,1107.05,10295.57,7.7,,In Stock,4.6,603
2025-11-10,amazon,Watch,Apple Watch Ultra 2,new,799,7430.70,605.64,5632.45,24.2,,In Stock,4.6,3173
2024-11-30,AMAZON ,iPad,iPad Air (5th Gen) 64GB, New,599,5570.70,345.79,3215.85,42.3,Black Friday,In Stock,4.9,3749
2025-04-22,FLIPKART,Watch,Apple Watch Series X (45mm), New,429,3989.70,421.78,3922.55,1.7000000000000002,,In Stock,4.3,606
2022-11-19, Flipkart ,Watch,Apple Watch Series 8 (45mm), New,429,3989.70,436.33,4057.87,-1.7000000000000002,,Low Stock,4.7,136
2026-03-18,Amazon,iPhone,iPhone 15 128GB,New,799,7430.70,601.92,5597.86,24.7,,In Stock,4.6,3856
2024-05-01, Amazon,Watch,Apple Watch Ultra,new,799,7430.70,699.99,6509.91,12.4,,In Stock,4.2,2960
2021-06-18,amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.70,791.84,7364.11,0.8999999999999999,,Low Stock,4.3,221
Dec 01 2025,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.70,1584.17,14732.78,20.8,,In Stock,4.9,2816
Dec 15 2025,flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,9290.70,712.88,6629.78,28.6,,In Stock,4.4,1560
2026-04-27,amazon,iPad,iPad (9th Gen) 64GB,New,329,3059.70,196.1,1823.73,40.400000000000006,,Out of Stock,4.3,5857
2025-11-14, Flipkart ,Watch,Apple Watch Ultra,new,799,7430.70,492.29,4578.30,38.4,,Out of Stock,4.2,4077
2025-08-23,FLIPKART,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.70,1897.99,17651.31,5.1,,In Stock,4.2,1529
2023-01-14,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,NEW ,1999,18590.70,1889.79,17575.05,5.5,,In Stock,4.4,674
2023-04-21,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,7430.70,583.31,5424.78,27.0,,Low Stock,4.4,668
2022-05-19,amazon ,iPhone,iPhone 13 128GB,New,799,7430.70,813.52,7565.74,-1.7999999999999998,,In Stock,4.3,809
2024-02-07,AMAZON ,iPhone,iPhone 13 128GB,New,799,7430.70,590.0,5487.00,26.200000000000003,,In Stock,4.6,1836
06/01/2022,Flipkart,iPhone,iPhone 13 Pro Max 256GB, New,1199,11150.70,1178.42,10959.31,1.7000000000000002,,In Stock,4.7,238
07/12/2025,Flipkart,iPhone,iPhone 17 128GB,Renewed/Refurbished,849,7895.70,707.46,6579.38,16.7,,In Stock,3.8,220
20/06/2025,flipkart,iPhone,iPhone 14 Pro 128GB, New,999,9290.70,795.22,7395.55,20.4,,Out of Stock,4.4,3925
23/07/2026,amazon ,Mac,MacBook Air M2 256GB,New,1199,11150.70,812.0,7551.60,32.300000000000004,,Out of Stock,4.7,4214
2026-02-03, Flipkart ,iPhone,iPhone 13 Pro Max 256GB, New,1199,11150.70,789.84,7345.51,34.1,,Low Stock,4.3,4803
2024-05-30,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB, New,1999,18590.70,1834.15,17057.60,8.200000000000001,,Out of Stock,4.5,1498
2025-09-16,amazon,Watch,Apple Watch Ultra 2,New,799,7430.70,706.42,6569.71,11.6,,In Stock,4.6,2982
2023-04-01, Amazon,iPad,iPad (9th Gen) 64GB, New,329,3059.70,225.79,2099.85,31.4,,In Stock,4.7,2807
2022-04-19,AMAZON ,iPhone,iPhone 12 Pro 128GB, New,999,9290.70,914.21,8502.15,8.5,,In Stock,4.8,2554
10/01/2026,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,3989.70,--,--,54.1,,Low Stock,3.8,2777
2023-05-02,AMAZON ,iPhone,iPhone 13 128GB, New,799,7430.70,690.63,6422.86,13.6,,Low Stock,4.4,2307
2024-04-18,Flipkart,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,10220.70,868.02,8072.59,21.0,,Out of Stock,4.0,190
2026-05-17,amazon ,iPhone,iPhone 17 128GB,NEW ,849,7895.70,847.08,7877.84,0.2,,In Stock,4.7,914
13/12/2024, Flipkart ,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,11150.70,807.56,7510.31,32.6,,In Stock,4.3,1073
2025-07-06,AMAZON ,Watch,Apple Watch Ultra,New,799,7430.70,608.65,5660.45,23.8,,In Stock,4.2,2435
26/10/2024,amazon,Watch,Apple Watch Ultra,new,799,7430.70,605.63,5632.36,24.2,,In Stock,4.8,3357
2021-06-27, Amazon,iPad,iPad Pro 11-inch (M1) 128GB,NEW ,799,7430.70,788.54,7333.42,1.3,,In Stock,4.2,235
Sep 07 2023, Flipkart ,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,7430.70,554.97,5161.22,30.5,,In Stock,4.0,1158
2026-07-11,AMAZON ,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,11150.70,546.54,5082.82,54.400000000000006,Prime Day,In Stock,4.3,4693
2025-09-02, Amazon,Mac,MacBook Air M3 256GB,NEW ,1099,10220.70,990.89,9215.28,9.8,,In Stock,4.5,2257
2026-05-12,amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,NEW ,1999,18590.70,1697.37,15785.54,15.1,,Out of Stock,4.2,3489
Apr 23 2024,amazon ,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,9290.70,638.98,5942.51,36.0,,In Stock,4.4,2937
2024-08-23,FLIPKART,iPhone,iPhone 13 Pro Max 256GB,NEW ,1199,11150.70,994.03,9244.48,17.1,,In Stock,4.9,2063
2026-04-15,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,new,1999,18590.70,1615.36,15022.85,19.2,,In Stock,4.3,4397
2025-09-21,Flipkart,Watch,Apple Watch Series 7 (45mm), New,429,3989.70,261.08,2428.04,39.1,,Low Stock,4.7,7642
2021-02-10,Amazon,iPhone,iPhone 12 Pro 128GB,new,999,9290.70,992.22,9227.65,0.7000000000000001,,Low Stock,4.8,589
04/10/2025,amazon,Watch,Apple Watch Ultra,new,799,7430.70,423.99,3943.11,46.9,Great Indian Festival,Out of Stock,4.7,4849
2023-04-18, Amazon,iPad,iPad Air (4th Gen) 64GB,new,599,5570.70,402.47,3742.97,32.800000000000004,,In Stock,4.5,1755
2023-12-18, Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,18590.70,1343.66,12496.04,32.800000000000004,,In Stock,4.1,1505
2025-05-08,flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,new,1199,11150.70,1015.62,9445.27,15.3,,In Stock,4.9,3012
2025-11-06,amazon ,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,18590.70,1240.19,11533.77,38.0,,In Stock,4.4,2173
2024-03-08,flipkart,Mac,MacBook Air M3 256GB,new,1099,10220.70,1098.94,10220.14,0.0,,Low Stock,4.5,89
08/01/2025, Flipkart ,Mac,MacBook Air M3 256GB,NEW ,1099,10220.70,1090.72,10143.70,0.8,,In Stock,4.8,1591
2024-12-24,amazon ,Mac,MacBook Pro 14-inch M2 Pro 512GB, New,1999,18590.70,1916.67,17825.03,4.1000000000000005,,In Stock,4.8,2809
2025-01-03,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,NEW ,999,9290.70,995.41,9257.31,0.4,,Out of Stock,4.7,615
2026-02-13,amazon ,iPhone,iPhone 17 128GB,new,849,7895.70,850.41,7908.81,-0.2,,Low Stock,4.4,289
2024-08-07,flipkart,iPad,iPad Air (5th Gen) 64GB,new,599,5570.70,400.54,3725.02,33.1,,In Stock,4.8,1923
2025-03-23, Amazon,iPhone,iPhone 15 128GB,Renewed/Refurbished,799,7430.70,563.8,5243.34,29.4,,Low Stock,3.9,2776
2023-04-26, Flipkart ,Mac,MacBook Pro 14-inch M2 Pro 512GB, New,1999,18590.70,1964.93,18273.85,1.7000000000000002,,In Stock,4.5,330
2022-01-02,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.70,276.34,2569.96,35.6,,In Stock,3.9,2578
2022-03-20,Amazon,Mac,MacBook Air M1 256GB, New,999,9290.70,907.82,8442.73,9.1,,In Stock,4.6,964
2026-06-11,amazon ,iPad,iPad Pro 11-inch (M1) 128GB,NEW ,799,7430.70,484.49,4505.76,39.4,,Out of Stock,4.3,2669
2024-11-06,FLIPKART,iPhone,iPhone 13 128GB,new,799,7430.70,503.39,4681.53,37.0,,Low Stock,4.2,5974
2024-01-28,AMAZON ,iPad,iPad Air (5th Gen) 64GB, New,599,5570.70,499.99,4649.91,16.5,,In Stock,4.8,3477
2025-11-04,Amazon,iPad,iPad Pro 11-inch (M4) 256GB, New,999,9290.70,882.29,8205.30,11.7,,Low Stock,4.8,2612
2023-05-02, Flipkart ,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,7430.70,563.06,5236.46,29.5,,In Stock,4.5,2599
2025-02-12,Flipkart,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,3989.70,193.26,1797.32,54.900000000000006,,In Stock,4.0,3240
2025-09-04,Amazon,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,11150.70,932.94,8676.34,22.2,,Low Stock,4.0,3336
2024-10-06, Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,18590.70,1139.2,10594.56,43.0,Great Indian Festival,In Stock,4.2,5184
Apr 07 2026,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,3059.70,170.63,1586.86,48.1,,Out of Stock,3.8,4844
Nov 01 2025,Flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,5570.70,305.66,2842.64,49.0,,In Stock,4.2,5491
2026-04-16, Flipkart ,iPhone,iPhone 17 128GB,New,849,7895.70,832.28,7740.20,2.0,,In Stock,4.6,1097
2024-09-27, Flipkart ,iPhone,iPhone 16 128GB, New,799,7430.70,784.87,7299.29,1.7999999999999998,,In Stock,4.9,54
2022-04-05, Flipkart ,iPad,iPad Pro 11-inch (M1) 128GB,new,799,7430.70,807.83,7512.82,-1.1,,In Stock,4.8,1325
2024-05-01,FLIPKART,iPad,iPad Pro 11-inch (M1) 128GB, New,799,7430.70,610.74,5679.88,23.6,,In Stock,4.7,3999
2021-04-25, Amazon,Mac,MacBook Air M1 256GB,new,999,9290.70,1007.88,9373.28,-0.8999999999999999,,In Stock,4.7,390
2025-02-14,Flipkart,iPhone,iPhone 13 128GB, New,799,7430.70,492.48,4580.06,38.4,,Low Stock,4.3,3179
2026-05-31,amazon ,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.70,790.35,7350.26,20.9,,In Stock,4.7,3085
Jun 07 2024, Flipkart ,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.70,649.66,6041.84,18.7,,In Stock,4.0,711
Apr 08 2023, Amazon,iPhone,iPhone 13 Pro Max 256GB,NEW ,1199,11150.70,1105.66,10282.64,7.8,,In Stock,4.8,1055
2024-08-17,FLIPKART,iPhone,iPhone 15 128GB, New,799,7430.70,813.3,7563.69,-1.7999999999999998,,Out of Stock,4.6,1099
2024-05-12,Flipkart,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,5570.70,333.55,3102.02,44.3,,Out of Stock,4.3,3151
26/05/2025, Flipkart ,Mac,MacBook Air M2 256GB,New,1199,11150.70,1017.99,9467.31,15.1,,Out of Stock,4.6,3886
2022-11-15,amazon ,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,5570.70,417.1,3879.03,30.4,,In Stock,4.3,816
2025-09-29,AMAZON ,iPhone,iPhone 17 128GB, New,849,7895.70,857.8,7977.54,-1.0,,In Stock,4.6,140
2021-12-28,amazon ,iPad,iPad Air (4th Gen) 64GB,new,599,5570.70,502.78,4675.85,16.1,,In Stock,4.6,1838
2026-01-18,amazon,iPhone,iPhone 16 128GB, New,799,7430.70,701.03,6519.58,12.3,,Out of Stock,4.4,2219
2025-08-03, Flipkart ,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,11150.70,--,--,26.5,,In Stock,4.0,3415
2026-07-29,flipkart,iPhone,iPhone 13 128GB, New,799,7430.70,485.05,4510.97,39.3,,In Stock,4.3,4872
02/05/2026,Amazon,iPad,iPad Air (5th Gen) 64GB,new,599,5570.70,354.7,3298.71,40.8,,In Stock,4.7,2213
2023-02-13,AMAZON ,iPad,iPad Pro 11-inch (M1) 128GB, New,799,7430.70,697.78,6489.35,12.7,,Low Stock,4.8,1035
2025-03-05,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,NEW ,1999,18590.70,1725.57,16047.80,13.7,,In Stock,4.7,6187
2026-07-14,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,3989.70,158.78,1476.65,63.0,Prime Day,Out of Stock,4.1,11053
2021-11-08,Flipkart,iPad,iPad Air (4th Gen) 64GB, New,599,5570.70,489.8,4555.14,18.2,,Out of Stock,4.5,1953
2025-01-15, Amazon,Watch,Apple Watch Series X (45mm),NEW ,429,3989.70,432.31,4020.48,-0.8,,Out of Stock,4.8,364
2025-07-29,amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,18590.70,1339.41,12456.51,33.0,,In Stock,4.4,3335
2023-03-17,FLIPKART,iPad,iPad Air (5th Gen) 64GB,NEW ,599,5570.70,603.25,5610.23,-0.7000000000000001,,Low Stock,4.4,1630
2025-02-11, Flipkart ,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,18590.70,1230.71,11445.60,38.4,,In Stock,4.1,4573
23/01/2025,Flipkart,iPad,iPad Pro 11-inch (M4) 256GB,New,999,9290.70,979.97,9113.72,1.9,,In Stock,4.8,856
2022-08-07,FLIPKART,Watch,Apple Watch Series 6 (44mm),new,429,3989.70,326.86,3039.80,23.8,,In Stock,4.8,2045
May 19 2026,AMAZON ,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.70,778.4,7239.12,29.2,,In Stock,4.4,3080
2025-02-01,amazon ,iPhone,iPhone 13 128GB,new,799,7430.70,508.51,4729.14,36.4,,Out of Stock,4.5,4004
2021-10-19,amazon,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,11150.70,855.59,7956.99,28.6,,In Stock,4.0,191
2026-03-13,amazon,iPhone,iPhone 14 Pro 128GB,New,999,9290.70,694.1,6455.13,30.5,,In Stock,4.3,6265
2023-09-17,FLIPKART,Watch,Apple Watch Series 7 (45mm),New,429,3989.70,334.99,3115.41,21.9,,In Stock,4.4,3740
2025-12-04, Amazon,Watch,Apple Watch Ultra,NEW ,799,7430.70,--,--,38.3,,Out of Stock,4.5,6276
Nov 29 2023, Amazon,iPhone,iPhone 14 Pro 128GB,NEW ,999,9290.70,810.3,7535.79,18.9,Black Friday,Low Stock,4.5,1949
2024-09-21,flipkart,Watch,Apple Watch Series X (45mm),new,429,3989.70,420.75,3912.98,1.9,,In Stock,4.3,21
2023-10-08,Flipkart,Watch,Apple Watch Ultra 2,New,799,7430.70,688.05,6398.86,13.900000000000002,Big Billion Days,Out of Stock,4.4,123
2023-09-07,amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,18590.70,1528.79,14217.75,23.5,,In Stock,3.9,2040
2026-02-21,Amazon,iPhone,iPhone 12 64GB,NEW ,799,7430.70,488.22,4540.45,38.9,,Low Stock,4.3,8359
2026-03-25, Flipkart ,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.70,526.18,4893.47,34.1,,In Stock,4.0,2399
2026-06-04,FLIPKART,iPhone,iPhone 16 128GB,Renewed/Refurbished,799,7430.70,595.08,5534.24,25.5,,In Stock,4.4,2221
2023-12-14,AMAZON ,Mac,MacBook Pro 14-inch M3 Pro 512GB,new,1999,18590.70,2006.68,18662.12,-0.4,,In Stock,4.8,294
Jun 02 2023,flipkart,iPad,iPad (9th Gen) 64GB,New,329,3059.70,228.72,2127.10,30.5,,Out of Stock,4.5,2844
2024-01-11,FLIPKART,Mac,MacBook Pro 14-inch M2 Pro 512GB,new,1999,18590.70,1990.29,18509.70,0.4,,Out of Stock,4.6,756
2023-10-19,flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,Renewed/Refurbished,1999,18590.70,1384.57,12876.50,30.7,,In Stock,3.8,3939
2026-04-08,Flipkart,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,3989.70,--,--,38.7,,In Stock,4.2,888
2025-04-02,flipkart,Mac,MacBook Air M3 256GB,Renewed/Refurbished,1099,10220.70,827.3,7693.89,24.7,,In Stock,4.0,1013
2026-04-25,flipkart,iPhone,iPhone 16 128GB,new,799,7430.70,--,--,12.8,,In Stock,4.5,1939
Jan 20 2024,amazon ,iPhone,iPhone 12 Pro 128GB,new,999,9290.70,693.81,6452.43,30.5,,Low Stock,4.8,6145
2022-05-07, Amazon,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,7430.70,591.51,5501.04,26.0,,In Stock,4.5,738
2024-09-05,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,new,1199,11150.70,1119.8,10414.14,6.6000000000000005,,In Stock,4.5,1558
2025-12-15,AMAZON ,iPhone,iPhone 17 128GB,NEW ,849,7895.70,849.68,7902.02,-0.1,,In Stock,4.4,287
2024-01-07, Flipkart ,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,3989.70,277.5,2580.75,35.3,,Low Stock,4.4,2570
2023-03-22, Amazon,iPad,iPad Pro 11-inch (M1) 128GB,NEW ,799,7430.70,711.96,6621.23,10.9,,Low Stock,4.5,3671
2021-09-26,amazon ,iPhone,iPhone 12 Pro 128GB, New,999,9290.70,988.66,9194.54,1.0,,In Stock,4.6,1261
2025-08-22,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.70,1726.8,16059.24,13.6,,Out of Stock,4.4,3148
2026-07-20,amazon ,iPad,iPad Pro 11-inch (M1) 128GB,New,799,7430.70,470.98,4380.11,41.1,,Low Stock,4.6,6160
13/07/2026,flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,7430.70,409.99,3812.91,48.7,,Low Stock,4.3,7201
2025-07-31,flipkart,iPad,iPad Pro 11-inch (M4) 256GB,Renewed/Refurbished,999,9290.70,659.87,6136.79,33.900000000000006,,Out of Stock,4.5,1038
23/03/2025,amazon,Watch,Apple Watch Series 7 (45mm),NEW ,429,3989.70,257.99,2399.31,39.900000000000006,,Low Stock,4.4,1910
2025-10-11,AMAZON ,Watch,Apple Watch Series 8 (45mm),NEW ,429,3989.70,227.62,2116.87,46.9,Great Indian Festival,Low Stock,4.8,3224
2022-09-19,flipkart,Mac,MacBook Air M1 256GB,new,999,9290.70,914.2,8502.06,8.5,,In Stock,4.5,3226
Mar 31 2022,AMAZON ,iPhone,iPhone 13 128GB,New,799,7430.70,812.21,7553.55,-1.7000000000000002,,In Stock,4.4,702
2024-05-13, Flipkart ,Watch,Apple Watch Series 9 (45mm),New,429,3989.70,432.26,4020.02,-0.8,,In Stock,4.9,370
2024-02-01,Flipkart,Mac,MacBook Pro 14-inch M3 Pro 512GB,New,1999,18590.70,2020.18,18787.67,-1.1,,In Stock,4.7,438
2024-05-27,FLIPKART,Watch,Apple Watch Ultra 2,Renewed/Refurbished,799,7430.70,649.61,6041.37,18.7,,Low Stock,4.0,1130
19/03/2026,FLIPKART,iPhone,iPhone 15 128GB,new,799,7430.70,--,--,25.8,,In Stock,4.5,1784
2021-12-02,flipkart,iPad,iPad Pro 11-inch (M1) 128GB,new,799,7430.70,785.73,7307.29,1.7000000000000002,,In Stock,4.5,429
2021-10-14, Flipkart ,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,7430.70,390.57,3632.30,51.1,Big Billion Days,Out of Stock,4.5,838
2024-01-11,amazon,Watch,Apple Watch Series 8 (45mm),new,429,3989.70,325.26,3024.92,24.2,,In Stock,4.3,1398
2026-05-31, Amazon,Watch,Apple Watch Series X (45mm),new,429,3989.70,325.9,3030.87,24.0,,In Stock,4.6,2619
2023-03-23, Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,18590.70,1961.85,18245.21,1.9,,In Stock,4.5,286
2025-11-27, Amazon,Watch,Apple Watch Series X (45mm), New,429,3989.70,285.96,2659.43,33.300000000000004,Black Friday,In Stock,4.3,1855
Dec 04 2025, Flipkart ,iPad,iPad Air (4th Gen) 64GB,new,599,5570.70,352.31,3276.48,41.2,,In Stock,4.7,3086
11/05/2026,amazon ,iPhone,iPhone 14 Pro 128GB,new,999,9290.70,698.94,6500.14,30.0,,Low Stock,4.8,5137
20/03/2024,amazon,Watch,Apple Watch Series 9 (45mm),NEW ,429,3989.70,421.39,3918.93,1.7999999999999998,,In Stock,4.9,300
07/01/2026,amazon,iPhone,iPhone 12 Pro 128GB,Renewed/Refurbished,999,9290.70,417.07,3878.75,58.3,,Low Stock,4.1,5779
31/08/2022,amazon,iPad,iPad Air (4th Gen) 64GB,New,599,5570.70,490.84,4564.81,18.1,,In Stock,4.5,1065
2025-12-07,flipkart,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,11150.70,717.59,6673.59,40.2,,In Stock,4.1,4451
2026-06-25,AMAZON ,iPhone,iPhone 16 Pro 256GB,Renewed/Refurbished,1099,10220.70,784.69,7297.62,28.6,,In Stock,3.9,1337
2025-09-14, Flipkart ,iPhone,iPhone 12 64GB,Renewed/Refurbished,799,7430.70,373.97,3477.92,53.2,,Low Stock,4.1,6785
27/01/2025,flipkart,iPad,iPad Pro 11-inch (M4) 256GB,new,999,9290.70,1012.32,9414.58,-1.3,,In Stock,4.4,1317
2022-08-23,flipkart,Mac,MacBook Air M2 256GB,new,1199,11150.70,1191.24,11078.53,0.6,,In Stock,4.7,252
2022-02-20,Flipkart,iPhone,iPhone 13 Pro Max 256GB,new,1199,11150.70,1209.39,11247.33,-0.8999999999999999,,In Stock,4.4,563
26/03/2026,flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB, New,1999,18590.70,1687.99,15698.31,15.6,,Low Stock,4.8,3775
2026-01-16,Flipkart,Watch,Apple Watch Ultra,new,799,7430.70,497.44,4626.19,37.7,,Low Stock,4.3,3801
13/07/2025, Flipkart ,Watch,Apple Watch Series 9 (45mm), New,429,3989.70,330.54,3074.02,23.0,,In Stock,4.6,970
2025-07-28, Amazon,iPhone,iPhone 15 Pro Max 256GB,new,1199,11150.70,1087.21,10111.05,9.3,,Out of Stock,4.4,1281
Jul 25 2025,amazon ,iPhone,iPhone 14 128GB,NEW ,799,7430.70,604.7,5623.71,24.3,,Out of Stock,4.9,3133
2026-02-04, Flipkart ,iPhone,iPhone 15 Pro Max 256GB,Renewed/Refurbished,1199,11150.70,806.23,7497.94,32.800000000000004,,In Stock,4.1,2764
Apr 29 2022, Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,new,1999,18590.70,1964.29,18267.90,1.7000000000000002,,In Stock,4.6,506
2023-11-10,Flipkart,iPhone,iPhone 15 128GB,new,799,7430.70,796.33,7405.87,0.3,,In Stock,4.7,276
2024-08-05,flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,9290.70,554.63,5158.06,44.5,,Out of Stock,4.1,4828
2024-01-24,amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,18590.70,1445.7,13445.01,27.700000000000003,,In Stock,4.3,1706
2025-10-07, Flipkart ,Mac,MacBook Pro 14-inch M3 Pro 512GB,NEW ,1999,18590.70,1696.36,15776.15,15.1,Big Billion Days,Out of Stock,4.8,2976
2024-04-26,Flipkart,iPhone,iPhone 15 128GB, New,799,7430.70,784.04,7291.57,1.9,,In Stock,4.2,1170
2023-03-31,Amazon,iPhone,iPhone 13 Pro Max 256GB,NEW ,1199,11150.70,1095.76,10190.57,8.6,,In Stock,4.2,2919
2024-01-06,Flipkart,Watch,Apple Watch Series 9 (45mm),Renewed/Refurbished,429,3989.70,307.64,2861.05,28.3,,Out of Stock,4.2,409
2025-10-28,amazon ,iPhone,iPhone 17 128GB,NEW ,849,7895.70,842.73,7837.39,0.7000000000000001,,In Stock,4.8,233
2026-06-18, Flipkart ,Watch,Apple Watch Series X (45mm),Renewed/Refurbished,429,3989.70,262.17,2438.18,38.9,,In Stock,4.4,2329
2022-07-25,FLIPKART,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,7430.70,552.0,5133.60,30.9,,In Stock,3.9,2279
2024-07-23,AMAZON ,iPad,iPad Air (5th Gen) 64GB,new,599,5570.70,403.31,3750.78,32.7,,In Stock,4.7,1989
2025-03-29,flipkart,iPad,iPad Pro 11-inch (M1) 128GB, New,799,7430.70,494.45,4598.39,38.1,,In Stock,4.3,5467
Sep 27 2022,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB, New,1999,18590.70,1990.26,18509.42,0.4,,In Stock,4.7,1504
2025-10-07,FLIPKART,Watch,Apple Watch Series 9 (45mm),new,429,3989.70,198.44,1845.49,53.7,Big Billion Days,In Stock,4.3,2826
2025-02-23,FLIPKART,Watch,Apple Watch Series 9 (45mm),NEW ,429,3989.70,333.61,3102.57,22.2,,In Stock,4.7,767
16/12/2025, Flipkart ,Mac,MacBook Pro 14-inch M4 Pro 512GB,Renewed/Refurbished,1999,18590.70,1602.73,14905.39,19.8,,In Stock,4.3,1878
2022-09-19,flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,18590.70,2026.82,18849.43,-1.4,,In Stock,4.5,1001
27/03/2025,flipkart,iPhone,iPhone 12 Pro 128GB,NEW ,999,9290.70,590.93,5495.65,40.8,,Out of Stock,4.7,4525
2024-02-23,AMAZON ,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,7430.70,533.79,4964.25,33.2,,In Stock,4.3,1435
2022-08-28, Flipkart ,iPad,iPad Air (4th Gen) 64GB,new,599,5570.70,503.3,4680.69,16.0,,In Stock,4.4,3426
Jun 22 2025, Flipkart ,iPhone,iPhone 15 128GB, New,799,7430.70,692.26,6438.02,13.4,,In Stock,4.3,1879
2024-11-25,Flipkart,iPhone,iPhone 15 128GB, New,799,7430.70,613.68,5707.22,23.200000000000003,Black Friday,Low Stock,4.7,750
2023-08-16,Flipkart,Mac,MacBook Air M2 256GB,new,1199,11150.70,1114.75,10367.18,7.000000000000001,,In Stock,4.3,1877
15/06/2025,AMAZON ,Mac,MacBook Pro 14-inch M4 Pro 512GB,NEW ,1999,18590.70,1973.91,18357.36,1.3,,In Stock,4.2,480
